"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
5.075399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796227455E0,2.991931677E0,2.100000000E1
5.085398249E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796227694E0,2.972662449E0,2.000000000E1
5.095399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796227694E0,2.880726337E0,1.900000000E1
5.105389599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800127506E0,2.728281260E0,1.800000000E1
5.115419599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796226263E0,2.746287107E0,2.000000000E1
5.125426007E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796226978E0,2.669574022E0,2.100000000E1
5.135429599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800066471E0,2.605847597E0,2.100000000E1
5.145419599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796433687E0,2.681927681E0,2.100000000E1
5.155406873E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796226740E0,2.795535564E0,2.100000000E1
5.165389599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796223640E0,2.878564596E0,2.100000000E1
5.175409599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796225309E0,2.881117582E0,2.000000000E1
5.185417582E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800061464E0,2.806007385E0,2.000000000E1
5.195407426E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796226263E0,2.728016138E0,2.200000000E1
5.205408462E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796225548E0,2.697329998E0,2.300000000E1
5.215399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800061464E0,2.646399736E0,2.300000000E1
5.225409599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800061226E0,2.550850868E0,2.200000000E1
5.235418509E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796255350E0,2.656871557E0,2.200000000E1
5.245406798E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796225548E0,2.747963190E0,2.300000000E1
5.255389599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796344995E0,2.658925772E0,2.200000000E1
5.265399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.801946402E0,2.806441784E0,2.400000000E1
5.275399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796221733E0,2.870841026E0,2.500000000E1
5.285409599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796308756E0,2.802624464E0,2.200000000E1
5.295399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800059557E0,2.708875418E0,2.400000000E1
5.305409599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796223640E0,2.671406984E0,2.100000000E1
5.315416382E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796297789E0,2.595450163E0,2.300000000E1
5.325407388E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796223402E0,2.553778172E0,2.400000000E1
5.335399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796301365E0,2.708104372E0,2.400000000E1
5.345399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800058603E0,2.834050894E0,2.400000000E1
5.355409599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796224117E0,2.844075680E0,2.200000000E1
5.365399599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796225548E0,2.823203087E0,2.400000000E1
5.375407823E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800061464E0,2.781567097E0,2.400000000E1
5.385409599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800061226E0,2.794888258E0,2.200000000E1
5.395419599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796225309E0,2.813605070E0,2.400000000E1
5.405407802E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796225548E0,2.810974598E0,2.500000000E1
5.415419599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.796225548E0,2.805165529E0,2.400000000E1
5.425419599E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.119944512E-1,3.800062895E0,2.739707232E0,2.200000000E1
5.435408380E2,4.480786045E1,2.048187799E1,1.204601248E2,1.649119873E2,0.000000000E0,NaN,9.160973424E-1,3.796225309E0,2.780645370E0,2.300000000E1
5.445386835E2,4.480789718E1,2.048187303E1,1.233481943E2,1.678000488E2,1.820000052E0,4.929999924E1,9.223882414E-1,3.795854568E0,2.780876398E0,2.400000000E1
5.455399599E2,4.480795121E1,2.048189668E1,1.258393244E2,1.702911377E2,4.780000210E0,4.850000000E1,9.297212319E-1,3.815902948E0,2.769591331E0,2.000000000E1
5.465446918E2,4.480800548E1,2.048194949E1,1.270588760E2,1.715106201E2,5.800000191E0,4.700000000E1,9.363267809E-1,3.797553539E0,2.674037457E0,2.000000000E1
5.475409599E2,4.480804490E1,2.048201213E1,1.269925431E2,1.714442139E2,7.190000057E0,4.809999847E1,9.445091556E-1,3.795400620E0,2.714992285E0,1.800000000E1
5.485419599E2,4.480809182E1,2.048209203E1,1.269220790E2,1.713736572E2,8.899999619E0,4.929999924E1,9.542624742E-1,3.810504675E0,2.670079231E0,1.900000000E1
5.495399599E2,4.480815189E1,2.048218212E1,1.266825617E2,1.711340332E2,1.042000008E1,4.809999847E1,9.647054377E-1,3.794458151E0,2.810423613E0,2.000000000E1
5.505398618E2,4.480821464E1,2.048228061E1,1.266464224E2,1.710977783E2,1.107999992E1,4.729999924E1,9.760105968E-1,3.860051394E0,2.832398891E0,2.400000000E1
5.515397675E2,4.480828619E1,2.048238242E1,1.266520985E2,1.711033325E2,1.147999954E1,4.500000000E1,9.871128339E-1,3.846352339E0,3.101116419E0,2.300000000E1
5.525409004E2,4.480835617E1,2.048248280E1,1.269759489E2,1.714270630E2,1.114000034E1,4.490000153E1,9.981334522E-1,4.126118660E0,3.640218019E0,2.100000000E1
5.535409599E2,4.480842621E1,2.048258164E1,1.273128594E2,1.717638550E2,1.034000015E1,4.400000000E1,1.007499819E0,3.975189686E0,3.523561716E0,2.100000000E1
5.545437506E2,4.480848695E1,2.048266390E1,1.275140087E2,1.719649048E2,9.420000076E0,4.440000153E1,1.016353357E0,4.002367496E0,3.629955769E0,1.900000000E1
5.555399599E2,4.480854282E1,2.048274386E1,1.277922415E2,1.722430420E2,8.529999733E0,4.559999847E1,1.024589717E0,3.976297617E0,3.665017128E0,2.100000000E1
5.565389599E2,4.480859432E1,2.048281890E1,1.281070281E2,1.725577393E2,7.920000076E0,4.670000076E1,1.031463929E0,4.157478333E0,3.889177799E0,1.900000000E1
5.575369599E2,4.480863535E1,2.048288408E1,1.282750732E2,1.727257080E2,7.239999771E0,4.709999847E1,1.037926473E0,4.549655914E0,4.253782749E0,2.300000000E1
5.585409599E2,4.480867318E1,2.048294627E1,1.284658805E2,1.729164429E2,6.519999981E0,4.700000000E1,1.043966427E0,4.470534801E0,4.386365414E0,2.300000000E1
5.595429341E2,4.480871107E1,2.048300113E1,1.286082799E2,1.730587769E2,6.019999981E0,4.690000153E1,1.049637938E0,4.483850002E0,4.388599873E0,2.400000000E1
5.605419599E2,4.480874522E1,2.048305453E1,1.287131400E2,1.731635742E2,6.130000114E0,4.750000000E1,1.055480583E0,4.646640301E0,4.547050476E0,2.400000000E1
5.615419599E2,4.480878037E1,2.048310958E1,1.285068448E2,1.729572144E2,5.920000076E0,4.790000153E1,1.061531499E0,4.990698338E0,4.871709347E0,2.500000000E1
5.625409599E2,4.480881264E1,2.048317134E1,1.286351497E2,1.730854492E2,6.389999866E0,4.800000000E1,1.068466763E0,4.741192341E0,4.739118099E0,2.200000000E1
5.635419599E2,4.480885322E1,2.048323810E1,1.294047586E2,1.738549805E2,6.969999790E0,4.759999847E1,1.075150101E0,4.360867977E0,4.458626747E0,2.600000000E1
5.645428412E2,4.480889203E1,2.048330279E1,1.294264402E2,1.738765869E2,7.460000038E0,4.729999924E1,1.082645061E0,4.252252102E0,4.320016384E0,2.300000000E1
5.655406387E2,4.480893560E1,2.048337528E1,1.291222031E2,1.735722656E2,8.020000458E0,4.709999847E1,1.091392791E0,4.106478214E0,4.179659367E0,2.200000000E1
5.665418348E2,4.480898514E1,2.048346142E1,1.294036134E2,1.738535767E2,8.880000114E0,4.790000153E1,1.100629716E0,3.856903076E0,3.750718594E0,1.700000000E1
5.675408366E2,4.480903886E1,2.048355073E1,1.296191712E2,1.740690308E2,9.699999809E0,4.779999924E1,1.110008090E0,3.794274807E0,3.127877712E0,2.300000000E1
5.685429592E2,4.480909468E1,2.048363985E1,1.296619390E2,1.741116943E2,9.649999619E0,4.790000153E1,1.120118255E0,3.815274477E0,2.913917542E0,2.300000000E1
5.695419599E2,4.480915359E1,2.048373747E1,1.299652751E2,1.744149170E2,1.018999958E1,4.829999924E1,1.130617569E0,3.794395447E0,2.803983450E0,2.300000000E1
5.705409599E2,4.480921499E1,2.048383858E1,1.303219601E2,1.747714844E2,1.084000015E1,4.820000076E1,1.141572176E0,3.814443827E0,2.725877762E0,2.300000000E1
5.715417563E2,4.480927937E1,2.048394369E1,1.307158814E2,1.751652832E2,1.152000046E1,4.779999924E1,1.152867718E0,3.794952154E0,2.685592890E0,2.200000000E1
5.725416853E2,4.480934635E1,2.048405134E1,1.311038245E2,1.755531006E2,1.203999996E1,4.779999924E1,1.165343623E0,3.792427063E0,2.599989653E0,2.100000000E1
5.735409599E2,4.480942132E1,2.048416900E1,1.314445387E2,1.758936768E2,1.210999966E1,4.750000000E1,1.177687448E0,3.794414520E0,2.500000000E0,2.300000000E1
5.745409599E2,4.480949420E1,2.048428703E1,1.318405504E2,1.762895508E2,1.228999996E1,4.779999924E1,1.189862978E0,3.794187307E0,2.511198044E0,2.200000000E1
5.755409599E2,4.480956671E1,2.048440268E1,1.321038082E2,1.765526733E2,1.215999985E1,4.820000076E1,1.201534527E0,3.794830322E0,2.500000000E0,2.500000000E1
5.765419599E2,4.480963550E1,2.048451443E1,1.324960894E2,1.769448242E2,1.228999996E1,4.809999847E1,1.214443659E0,3.792448521E0,2.500000000E0,1.900000000E1
5.775419599E2,4.480971160E1,2.048463801E1,1.328601250E2,1.773087158E2,1.272999954E1,4.820000076E1,1.227249741E0,3.807684898E0,2.500000000E0,2.300000000E1
5.785408761E2,4.480978734E1,2.048476030E1,1.330897599E2,1.775382080E2,1.325000000E1,4.800000000E1,1.240566464E0,3.794528484E0,2.500000000E0,2.200000000E1
5.795409599E2,4.480986550E1,2.048488820E1,1.332828409E2,1.777311401E2,1.377000046E1,4.790000153E1,1.254124834E0,3.818365574E0,2.500000000E0,2.100000000E1
5.805406305E2,4.480994479E1,2.048501877E1,1.335110811E2,1.779592285E2,1.410000038E1,4.820000076E1,1.268176308E0,3.798389912E0,2.500000000E0,2.400000000E1
5.815417067E2,4.481002819E1,2.048515259E1,1.334645454E2,1.779125366E2,1.418000031E1,4.800000000E1,1.282131413E0,3.791690588E0,2.500000000E0,2.500000000E1
5.825429599E2,4.481011023E1,2.048528646E1,1.334470011E2,1.778948364E2,1.317000008E1,4.879999924E1,1.293980701E0,3.823511362E0,2.500000000E0,2.500000000E1
5.835419599E2,4.481017951E1,2.048540059E1,1.335294091E2,1.779771118E2,1.114999962E1,4.890000153E1,1.304630606E0,3.800007343E0,2.500000000E0,2.300000000E1
5.845417337E2,4.481024287E1,2.048550183E1,1.334731920E2,1.779207764E2,1.072000027E1,4.820000076E1,1.315422986E0,3.806351900E0,2.500000000E0,2.100000000E1
5.855429599E2,4.481030890E1,2.048560210E1,1.336861398E2,1.781336060E2,1.113000011E1,4.650000000E1,1.326605228E0,3.795066833E0,2.500000000E0,2.000000000E1
5.865419599E2,4.481037701E1,2.048570639E1,1.335608965E2,1.780082397E2,1.157999992E1,4.770000076E1,1.338427842E0,3.795049191E0,2.500000000E0,2.200000000E1
5.875419221E2,4.481044796E1,2.048581801E1,1.337194745E2,1.781666870E2,1.218000031E1,4.750000000E1,1.350454155E0,3.800988436E0,2.500000000E0,2.200000000E1
5.885409599E2,4.481052129E1,2.048593007E1,1.334664937E2,1.779135742E2,1.281000042E1,4.729999924E1,1.363383319E0,3.815274239E0,2.500000000E0,2.200000000E1
5.895409599E2,4.481059872E1,2.048605234E1,1.333072741E2,1.777542114E2,1.267000008E1,4.790000153E1,1.375650423E0,3.793763876E0,2.500000000E0,2.400000000E1
5.905429599E2,4.481067126E1,2.048616950E1,1.331294322E2,1.775762329E2,1.227999973E1,4.859999847E1,1.387747467E0,3.793966532E0,2.500000000E0,2.600000000E1
5.915419599E2,4.481074301E1,2.048628477E1,1.329933362E2,1.774400024E2,1.189999962E1,4.829999924E1,1.399095851E0,3.802262306E0,2.500000000E0,2.300000000E1
5.925406319E2,4.481081118E1,2.048639183E1,1.327415695E2,1.771881104E2,1.169999981E1,4.859999847E1,1.410983502E0,3.791599512E0,2.500000000E0,2.400000000E1
5.935399599E2,4.481088227E1,2.048650438E1,1.326657124E2,1.771121216E2,1.143000031E1,4.840000153E1,1.422144520E0,3.793555021E0,2.500000000E0,2.200000000E1
5.945429599E2,4.481094978E1,2.048660908E1,1.323544340E2,1.768007202E2,1.135000038E1,4.790000153E1,1.433267898E0,3.793547153E0,2.500000000E0,2.700000000E1
5.955419599E2,4.481101566E1,2.048671519E1,1.319354293E2,1.763815918E2,1.123999977E1,4.879999924E1,1.444143601E0,3.793475866E0,2.500000000E0,2.400000000E1
5.965419599E2,4.481107901E1,2.048682023E1,1.315658612E2,1.760119019E2,1.106000042E1,4.940000153E1,1.454959959E0,3.794104815E0,2.500000000E0,2.600000000E1
5.975409599E2,4.481114217E1,2.048692451E1,1.312318758E2,1.756777954E2,1.072000027E1,4.920000076E1,1.465680205E0,3.791579485E0,2.500000000E0,2.500000000E1
5.985419569E2,4.481120416E1,2.048702859E1,1.308649308E2,1.753107300E2,1.031000042E1,5.009999847E1,1.475362402E0,3.794535637E0,2.500000000E0,2.400000000E1
5.995409599E2,4.481126166E1,2.048712076E1,1.306403069E2,1.750859985E2,9.210000038E0,4.890000153E1,1.483787901E0,3.799946547E0,2.500000000E0,2.300000000E1
6.005418257E2,4.481131055E1,2.048720236E1,1.303452965E2,1.747908936E2,8.250000000E0,4.970000076E1,1.492001348E0,3.802253962E0,2.500000000E0,2.400000000E1
6.015419482E2,4.481135931E1,2.048728057E1,1.300233662E2,1.744688721E2,8.229999542E0,4.650000000E1,1.500688597E0,3.801942348E0,2.500000000E0,2.400000000E1
6.025419599E2,4.481142127E1,2.048734765E1,1.296926408E2,1.741380615E2,9.170000076E0,3.490000153E1,1.510586176E0,3.823234320E0,2.500000000E0,2.400000000E1
6.035395593E2,4.481149311E1,2.048742173E1,1.293973869E2,1.738427124E2,1.048999977E1,3.620000076E1,1.520772653E0,3.800187111E0,2.500000000E0,2.200000000E1
6.045409599E2,4.481156492E1,2.048750191E1,1.288973658E2,1.733425903E2,1.068000031E1,3.820000076E1,1.532108393E0,3.792068481E0,2.500000000E0,2.400000000E1
6.055437018E2,4.481164405E1,2.048759251E1,1.285681946E2,1.730133057E2,1.126000023E1,3.820000076E1,1.543525568E0,3.794819117E0,2.500000000E0,2.100000000E1
6.065429450E2,4.481172411E1,2.048768313E1,1.279476418E2,1.723926392E2,1.155000019E1,3.770000076E1,1.554834619E0,3.793550968E0,2.500000000E0,2.300000000E1
6.075419599E2,4.481180405E1,2.048777176E1,1.272973020E2,1.717421875E2,1.122999954E1,3.720000076E1,1.565670925E0,3.793656349E0,2.500000000E0,2.400000000E1
6.085409599E2,4.481188173E1,2.048785471E1,1.268946976E2,1.713394775E2,1.123999977E1,3.670000076E1,1.577164333E0,3.796650887E0,2.500000000E0,2.300000000E1
6.095399314E2,4.481196378E1,2.048794332E1,1.262469830E2,1.706916504E2,1.131000042E1,3.659999847E1,1.587987958E0,3.803400040E0,2.500000000E0,2.600000000E1
6.105389599E2,4.481204068E1,2.048802744E1,1.257266426E2,1.701712036E2,1.097999954E1,3.700000000E1,1.598567119E0,3.793451309E0,2.500000000E0,2.700000000E1
6.115409599E2,4.481211641E1,2.048810862E1,1.253140872E2,1.697585449E2,1.042000008E1,3.670000076E1,1.608229202E0,3.793389797E0,2.500000000E0,2.600000000E1
6.125429599E2,4.481218507E1,2.048818369E1,1.248544654E2,1.692988281E2,9.649999619E0,3.720000076E1,1.617181641E0,3.793742180E0,2.500000000E0,2.700000000E1
6.135399599E2,4.481224801E1,2.048825446E1,1.245652477E2,1.690095215E2,8.520000458E0,3.809999847E1,1.625119468E0,3.799895048E0,2.500000000E0,2.600000000E1
6.145439599E2,4.481230348E1,2.048831780E1,1.241720165E2,1.686162109E2,7.250000000E0,3.790000153E1,1.631748080E0,3.793401480E0,2.500000000E0,2.600000000E1
6.155436145E2,4.481235002E1,2.048837031E1,1.239180541E2,1.683621826E2,6.349999905E0,3.850000000E1,1.637936733E0,3.805535078E0,2.500000000E0,2.700000000E1
6.165429599E2,4.481239357E1,2.048841916E1,1.236618289E2,1.681058960E2,6.239999771E0,3.900000000E1,1.643910491E0,3.793554783E0,2.500000000E0,2.700000000E1
6.175419599E2,4.481243493E1,2.048846749E1,1.230484247E2,1.674924316E2,6.170000076E0,3.879999924E1,1.649593622E0,3.837301970E0,2.500000000E0,2.600000000E1
6.185399599E2,4.481247458E1,2.048851295E1,1.227566114E2,1.672005615E2,5.550000191E0,3.900000000E1,1.654974196E0,3.812057018E0,2.500000000E0,2.500000000E1
6.195419599E2,4.481251254E1,2.048855525E1,1.227368893E2,1.671807861E2,5.150000095E0,3.959999847E1,1.659627278E0,3.793684959E0,2.500000000E0,2.600000000E1
6.205419599E2,4.481254451E1,2.048859331E1,1.226014384E2,1.670452881E2,4.579999924E0,3.959999847E1,1.663740536E0,3.791744947E0,2.500000000E0,2.700000000E1
6.215409599E2,4.481257360E1,2.048862552E1,1.224824605E2,1.669262695E2,3.660000086E0,3.970000076E1,1.666643667E0,3.791819096E0,2.500000000E0,2.400000000E1
6.225399599E2,4.481259361E1,2.048864916E1,1.223684151E2,1.668121948E2,2.289999962E0,3.990000153E1,1.668120706E0,3.794136047E0,2.500000000E0,2.100000000E1
6.235429599E2,4.481260365E1,2.048866142E1,1.221989356E2,1.666427002E2,9.599999785E-1,4.020000076E1,1.668181697E0,3.805095196E0,2.500000000E0,2.300000000E1
6.245458042E2,4.481260322E1,2.048866094E1,1.221997895E2,1.666435547E2,0.000000000E0,NaN,1.668423961E0,3.792779922E0,2.500000000E0,2.300000000E1
6.255419599E2,4.481260419E1,2.048866369E1,1.221314331E2,1.665751953E2,0.000000000E0,NaN,1.668427209E0,3.795744658E0,2.500000000E0,2.300000000E1
6.265429599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.796207905E0,2.500000000E0,2.400000000E1
6.275409599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792903185E0,2.500000000E0,2.400000000E1
6.285429599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792903185E0,2.500000000E0,2.200000000E1
6.295417338E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792908192E0,2.500000000E0,2.400000000E1
6.305409599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.796386719E0,2.500000000E0,2.300000000E1
6.315409599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792957306E0,2.500000000E0,2.400000000E1
6.325419599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792902946E0,2.500000000E0,2.400000000E1
6.335408702E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.796225548E0,2.500000000E0,2.300000000E1
6.345427237E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.797214031E0,2.500000000E0,2.200000000E1
6.355416835E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792901516E0,2.500000000E0,2.200000000E1
6.365409599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792914391E0,2.500000000E0,2.100000000E1
6.375409599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792902946E0,2.500000000E0,2.400000000E1
6.385426975E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.796272755E0,2.500000000E0,2.100000000E1
6.395399599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792958975E0,2.500000000E0,2.300000000E1
6.405409599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792902946E0,2.500000000E0,2.200000000E1
6.415429599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.796233892E0,2.500000000E0,2.000000000E1
6.425379599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.796766520E0,2.500000000E0,2.100000000E1
6.435406962E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792901516E0,2.500000000E0,2.400000000E1
6.445426669E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.668427209E0,3.792910814E0,2.500000000E0,2.300000000E1
6.455409599E2,4.481260421E1,2.048866366E1,1.221321044E2,1.665758667E2,0.000000000E0,NaN,1.669791819E0,3.792902946E0,2.500000000E0,2.300000000E1
6.465379599E2,4.481259194E1,2.048866399E1,1.204255576E2,1.648693237E2,7.200000286E-1,4.029999924E1,1.671512723E0,3.796399832E0,2.500000000E0,2.200000000E1
6.475399599E2,4.481260388E1,2.048867787E1,1.204921032E2,1.649358521E2,2.609999895E0,4.020000076E1,1.674310285E0,3.791770697E0,2.500000000E0,2.300000000E1
6.485407696E2,4.481262321E1,2.048870057E1,1.204688770E2,1.649125977E2,3.279999971E0,3.990000153E1,1.678520857E0,3.791863918E0,2.500000000E0,2.500000000E1
6.495399599E2,4.481265277E1,2.048873393E1,1.204920512E2,1.649357300E2,4.539999962E0,3.979999924E1,1.682856504E0,3.835051060E0,2.500000000E0,2.000000000E1
6.505409599E2,4.481268322E1,2.048876826E1,1.204324630E2,1.648760986E2,4.300000191E0,3.970000076E1,1.686727505E0,3.807813644E0,2.500000000E0,2.000000000E1
6.515399599E2,4.481270971E1,2.048880010E1,1.203338696E2,1.647774658E2,3.650000095E0,3.959999847E1,1.689841703E0,3.796205997E0,2.500000000E0,2.400000000E1
6.525399599E2,4.481273118E1,2.048882545E1,1.201110006E2,1.645545654E2,2.660000086E0,3.950000000E1,1.691827181E0,3.811583996E0,2.500000000E0,2.600000000E1
6.535406870E2,4.481274400E1,2.048884297E1,1.199631946E2,1.644067383E2,1.450000048E0,3.959999847E1,1.692662069E0,3.791696310E0,2.500000000E0,2.400000000E1
6.545389599E2,4.481274945E1,2.048885025E1,1.198444900E2,1.642880249E2,2.399999946E-1,3.959999847E1,1.692677569E0,3.810893297E0,2.500000000E0,2.300000000E1
6.555409599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.793504238E0,2.500000000E0,2.200000000E1
6.565407802E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792860746E0,2.500000000E0,2.300000000E1
6.575409599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.796221733E0,2.500000000E0,2.200000000E1
6.585449599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792902946E0,2.500000000E0,2.400000000E1
6.595369599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792983532E0,2.500000000E0,2.100000000E1
6.605418546E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.793183088E0,2.500000000E0,2.300000000E1
6.615419599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792901993E0,2.500000000E0,2.200000000E1
6.625427190E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792902946E0,2.500000000E0,2.200000000E1
6.635409599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792902946E0,2.500000000E0,1.900000000E1
6.645409599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792915344E0,2.500000000E0,2.100000000E1
6.655379599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.796226025E0,2.500000000E0,2.400000000E1
6.665408263E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792903185E0,2.500000000E0,2.400000000E1
