"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
6.675418266E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792906761E0,2.500000000E0,2.200000000E1
6.685409599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792908430E0,2.500000000E0,2.200000000E1
6.695399599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792903185E0,2.500000000E0,2.100000000E1
6.705439599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792903185E0,2.500000000E0,2.200000000E1
6.715447779E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792924404E0,2.500000000E0,2.100000000E1
6.725439599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792902946E0,2.500000000E0,2.000000000E1
6.735419599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.796280146E0,2.500000000E0,2.100000000E1
6.745449599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792902946E0,2.500000000E0,2.200000000E1
6.755436095E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.692677569E0,3.792902946E0,2.500000000E0,1.900000000E1
6.765439599E2,4.481274933E1,2.048885015E1,1.198468702E2,1.642904053E2,0.000000000E0,NaN,1.693953402E0,3.792903185E0,2.500000000E0,2.200000000E1
6.775397267E2,4.481275522E1,2.048886403E1,1.186903303E2,1.631338501E2,2.240000010E0,3.929999924E1,1.697105063E0,3.799033403E0,2.500000000E0,2.200000000E1
6.785446529E2,4.481277788E1,2.048888803E1,1.186661299E2,1.631096191E2,4.010000229E0,3.879999924E1,1.701260950E0,3.791924000E0,2.500000000E0,2.700000000E1
6.795449599E2,4.481280672E1,2.048892154E1,1.185653416E2,1.630087891E2,4.389999866E0,3.879999924E1,1.705537808E0,3.791633606E0,2.500000000E0,2.700000000E1
6.805439599E2,4.481283699E1,2.048895499E1,1.185552520E2,1.629986572E2,4.050000191E0,3.840000153E1,1.709324908E0,3.791704178E0,2.500000000E0,2.500000000E1
6.815449599E2,4.481286376E1,2.048898467E1,1.185204993E2,1.629638672E2,3.319999933E0,3.809999847E1,1.711889771E0,3.834950447E0,2.500000000E0,2.600000000E1
6.825459599E2,4.481288204E1,2.048900450E1,1.184937300E2,1.629370728E2,2.130000114E0,3.800000000E1,1.713115315E0,3.801245451E0,2.500000000E0,2.900000000E1
6.835449599E2,4.481289075E1,2.048901402E1,1.184593793E2,1.629027100E2,6.999999881E-1,3.820000076E1,1.713137616E0,3.802428961E0,2.500000000E0,2.700000000E1
6.845439599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.832594395E0,2.500000000E0,2.700000000E1
6.855409599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.826516867E0,2.500000000E0,2.600000000E1
6.865418336E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.835847139E0,2.500000000E0,2.500000000E1
6.875438262E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.826991558E0,2.500000000E0,2.600000000E1
6.885429599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.827107906E0,2.500000000E0,2.400000000E1
6.895419599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.833850861E0,2.500000000E0,2.700000000E1
6.905429599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.834071875E0,2.500000000E0,2.400000000E1
6.915428103E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.827319384E0,2.500000000E0,2.500000000E1
6.925429599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.827055454E0,2.500000000E0,2.300000000E1
6.935389599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.826936007E0,2.500000000E0,2.600000000E1
6.945409599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.833886147E0,2.500000000E0,2.800000000E1
6.955437421E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.826936007E0,2.500000000E0,2.500000000E1
6.965429599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.826939821E0,2.500000000E0,2.400000000E1
6.975457832E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.833921671E0,2.500000000E0,2.700000000E1
6.985429599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.833980083E0,2.500000000E0,2.600000000E1
6.995439599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.826936007E0,2.500000000E0,2.300000000E1
7.005419599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.827070713E0,2.500000000E0,2.600000000E1
7.015409599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.826936007E0,2.500000000E0,2.700000000E1
7.025419599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.833854675E0,2.500000000E0,2.700000000E1
7.035429307E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.826940298E0,2.500000000E0,2.800000000E1
7.045449599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.827008486E0,2.500000000E0,2.400000000E1
7.055429599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.713137616E0,3.833850384E0,2.500000000E0,2.800000000E1
7.065409599E2,4.481289058E1,2.048901387E1,1.184591960E2,1.629025269E2,0.000000000E0,NaN,1.715995038E0,3.833854437E0,2.500000000E0,2.700000000E1
7.075419599E2,4.481291181E1,2.048903428E1,1.179038027E2,1.623471069E2,2.339999914E0,3.759999847E1,1.719393220E0,3.912354469E0,2.500000000E0,2.600000000E1
7.085419599E2,4.481293498E1,2.048906237E1,1.178885176E2,1.623317871E2,3.819999933E0,3.870000076E1,1.722858236E0,3.817562103E0,2.500000000E0,2.800000000E1
7.095429599E2,4.481295913E1,2.048909013E1,1.178160425E2,1.622592773E2,3.400000095E0,3.870000076E1,1.725758096E0,3.819192410E0,2.500000000E0,2.700000000E1
7.105409599E2,4.481297940E1,2.048911326E1,1.178952340E2,1.623384399E2,2.660000086E0,3.870000076E1,1.728081850E0,4.002574444E0,2.500000000E0,3.000000000E1
7.115419599E2,4.481299572E1,2.048913166E1,1.177040950E2,1.621472778E2,2.339999914E0,3.859999847E1,1.730118632E0,3.816575766E0,2.500000000E0,3.000000000E1
7.125419599E2,4.481300966E1,2.048914841E1,1.176740254E2,1.621171875E2,1.970000029E0,3.870000076E1,1.732119745E0,3.816601276E0,2.500000000E0,2.900000000E1
7.135439599E2,4.481302370E1,2.048916428E1,1.175793187E2,1.620224609E2,2.019999981E0,3.879999924E1,1.733958303E0,4.005740166E0,2.500000000E0,2.700000000E1
7.145437671E2,4.481303656E1,2.048917893E1,1.175284948E2,1.619716187E2,1.870000005E0,3.870000076E1,1.735492290E0,4.027091980E0,2.500000000E0,2.600000000E1
7.155429599E2,4.481304708E1,2.048919151E1,1.175050118E2,1.619481201E2,1.399999976E0,3.859999847E1,1.736523081E0,3.839862347E0,2.500000000E0,2.600000000E1
7.165409599E2,4.481305424E1,2.048919981E1,1.174847585E2,1.619278564E2,8.600000143E-1,3.859999847E1,1.737059443E0,3.845487833E0,2.500000000E0,2.600000000E1
7.175409599E2,4.481305805E1,2.048920398E1,1.176471173E2,1.620902100E2,3.499999940E-1,3.850000000E1,1.737150289E0,3.817562103E0,2.500000000E0,2.200000000E1
7.185419599E2,4.481305743E1,2.048920323E1,1.176417453E2,1.620848389E2,0.000000000E0,NaN,1.737150289E0,3.826862335E0,2.500000000E0,2.600000000E1
7.195387902E2,4.481305743E1,2.048920323E1,1.176417453E2,1.620848389E2,0.000000000E0,NaN,1.737150289E0,3.826982260E0,2.500000000E0,2.200000000E1
7.205438073E2,4.481305743E1,2.048920323E1,1.176417453E2,1.620848389E2,0.000000000E0,NaN,1.737150289E0,3.826936007E0,2.500000000E0,2.700000000E1
7.215439599E2,4.481305743E1,2.048920323E1,1.176417453E2,1.620848389E2,0.000000000E0,NaN,1.737150289E0,3.826939821E0,2.500000000E0,2.100000000E1
7.225447554E2,4.481305743E1,2.048920323E1,1.176417453E2,1.620848389E2,0.000000000E0,NaN,1.737150289E0,3.826940298E0,2.500000000E0,2.400000000E1
7.235449599E2,4.481305743E1,2.048920323E1,1.176417453E2,1.620848389E2,0.000000000E0,NaN,1.737150289E0,3.827008009E0,2.500000000E0,2.500000000E1
7.245419599E2,4.481305743E1,2.048920323E1,1.176417453E2,1.620848389E2,0.000000000E0,NaN,1.737150289E0,3.826939821E0,2.500000000E0,2.500000000E1
7.255416033E2,4.481305743E1,2.048920323E1,1.176417453E2,1.620848389E2,0.000000000E0,NaN,1.738266404E0,3.820538521E0,2.500000000E0,2.500000000E1
7.265447822E2,4.481306565E1,2.048921135E1,1.173608720E2,1.618039551E2,8.000000119E-1,3.840000153E1,1.740007845E0,3.841673851E0,2.500000000E0,2.500000000E1
7.275426939E2,4.481307773E1,2.048922540E1,1.173140145E2,1.617570801E2,2.079999924E0,3.829999924E1,1.742902500E0,3.843255043E0,2.500000000E0,2.700000000E1
7.285438058E2,4.481309802E1,2.048924839E1,1.172856010E2,1.617286377E2,3.259999990E0,3.829999924E1,1.746781930E0,3.960544109E0,2.500000000E0,3.000000000E1
7.295429599E2,4.481312507E1,2.048927945E1,1.172532911E2,1.616962891E2,3.930000067E0,3.820000076E1,1.750598394E0,3.817013264E0,2.500000000E0,2.800000000E1
7.305419599E2,4.481315212E1,2.048930923E1,1.171830162E2,1.616259766E2,3.799999952E0,3.820000076E1,1.753840763E0,3.839344025E0,2.500000000E0,2.700000000E1
7.315449599E2,4.481317504E1,2.048933464E1,1.172635536E2,1.617064819E2,3.069999933E0,3.820000076E1,1.757074998E0,3.870904922E0,2.500000000E0,2.700000000E1
7.325459599E2,4.481319772E1,2.048936031E1,1.172126214E2,1.616555176E2,3.250000000E0,3.820000076E1,1.760417722E0,3.860202074E0,2.500000000E0,2.400000000E1
7.335419599E2,4.481322115E1,2.048938686E1,1.171820151E2,1.616248779E2,3.500000000E0,3.820000076E1,1.763471020E0,3.845307112E0,2.500000000E0,2.600000000E1
7.345447531E2,4.481324313E1,2.048941006E1,1.171117932E2,1.615546265E2,2.789999962E0,3.820000076E1,1.765999167E0,3.852088690E0,2.500000000E0,2.600000000E1
7.355439599E2,4.481326015E1,2.048943131E1,1.173118315E2,1.617546387E2,2.599999905E0,3.840000153E1,1.768493627E0,3.821049690E0,2.500000000E0,2.500000000E1
7.365419599E2,4.481327759E1,2.048945120E1,1.173620272E2,1.618048096E2,2.450000048E0,3.829999924E1,1.770588556E0,3.987099409E0,2.500000000E0,2.400000000E1
7.375429599E2,4.481329178E1,2.048946867E1,1.174514042E2,1.618941650E2,2.019999981E0,3.840000153E1,1.772462106E0,3.884112358E0,2.500000000E0,2.400000000E1
7.385449599E2,4.481330420E1,2.048948472E1,1.174923783E2,1.619351196E2,1.649999976E0,3.879999924E1,1.773719726E0,3.880538225E0,2.500000000E0,2.500000000E1
7.395448898E2,4.481331302E1,2.048949470E1,1.175183308E2,1.619610596E2,1.039999962E0,3.909999847E1,1.774294696E0,3.873088121E0,2.500000000E0,2.400000000E1
7.405439599E2,4.481331719E1,2.048949901E1,1.175152235E2,1.619579468E2,3.899999857E-1,3.909999847E1,1.774396008E0,3.861831665E0,2.602828264E0,2.000000000E1
7.415409599E2,4.481331654E1,2.048949811E1,1.175079592E2,1.619506836E2,0.000000000E0,NaN,1.774396008E0,3.819829702E0,2.500000000E0,1.900000000E1
7.425419599E2,4.481331654E1,2.048949811E1,1.175079592E2,1.619506836E2,0.000000000E0,NaN,1.774396008E0,3.827118635E0,2.500000000E0,2.200000000E1
7.435439599E2,4.481331654E1,2.048949811E1,1.175079592E2,1.619506836E2,0.000000000E0,NaN,1.774396008E0,3.820537329E0,2.500000000E0,2.400000000E1
7.445439599E2,4.481331654E1,2.048949811E1,1.175079592E2,1.619506836E2,0.000000000E0,NaN,1.774396008E0,3.820579052E0,2.500000000E0,2.300000000E1
7.455439599E2,4.481331654E1,2.048949811E1,1.175079592E2,1.619506836E2,0.000000000E0,NaN,1.774396008E0,3.827168465E0,2.500000000E0,2.300000000E1
7.465389599E2,4.481331654E1,2.048949811E1,1.175079592E2,1.619506836E2,0.000000000E0,NaN,1.774396008E0,3.827117920E0,2.500000000E0,2.200000000E1
7.475397389E2,4.481331654E1,2.048949811E1,1.175079592E2,1.619506836E2,0.000000000E0,NaN,1.774396008E0,3.822598457E0,2.500000000E0,2.100000000E1
7.485369599E2,4.481331654E1,2.048949811E1,1.175079592E2,1.619506836E2,0.000000000E0,NaN,1.774913795E0,3.820538282E0,2.500000000E0,2.000000000E1
7.495389599E2,4.481331967E1,2.048950297E1,1.176611021E2,1.621038208E2,2.399999946E-1,3.920000076E1,1.775938107E0,3.820539713E0,2.500000000E0,2.000000000E1
7.505409599E2,4.481332720E1,2.048951045E1,1.176304722E2,1.620731812E2,1.120000005E0,3.920000076E1,1.776878815E0,3.820336580E0,2.500000000E0,1.900000000E1
7.515399599E2,4.481333414E1,2.048951727E1,1.175397828E2,1.619824829E2,8.500000238E-1,3.929999924E1,1.777319095E0,3.816127777E0,2.500000000E0,2.000000000E1
7.525389599E2,4.481333700E1,2.048952113E1,1.176967699E2,1.621394653E2,3.499999940E-1,3.929999924E1,1.777399152E0,3.815066099E0,2.500000000E0,2.000000000E1
7.535457386E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.826776743E0,2.500000000E0,1.900000000E1
7.545389599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540667E0,2.500000000E0,2.300000000E1
7.555399599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540428E0,2.500000000E0,2.200000000E1
7.565397266E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540667E0,2.500000000E0,2.300000000E1
7.575409599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540667E0,2.500000000E0,2.500000000E1
7.585439599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820541620E0,2.500000000E0,2.200000000E1
7.595449599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540667E0,2.500000000E0,2.500000000E1
7.605419599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540667E0,2.500000000E0,2.400000000E1
7.615439599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.827005148E0,2.500000000E0,2.300000000E1
7.625409599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820541620E0,2.500000000E0,2.400000000E1
7.635419599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820541620E0,2.500000000E0,2.700000000E1
7.645419599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820541859E0,2.500000000E0,2.200000000E1
7.655409599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540428E0,2.500000000E0,2.100000000E1
7.665409599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820600748E0,2.500000000E0,2.200000000E1
7.675409599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820539951E0,2.500000000E0,2.200000000E1
7.685419599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540428E0,2.500000000E0,2.200000000E1
7.695419599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.826941729E0,2.500000000E0,2.300000000E1
7.705417408E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820539951E0,2.500000000E0,2.400000000E1
7.715388739E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820540428E0,2.500000000E0,2.100000000E1
7.725427099E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777399152E0,3.820589542E0,2.500000000E0,2.400000000E1
7.735419599E2,4.481333643E1,2.048952051E1,1.176846841E2,1.621273804E2,0.000000000E0,NaN,1.777799325E0,3.820540428E0,2.500000000E0,2.300000000E1
7.745448035E2,4.481333805E1,2.048952504E1,1.184158291E2,1.628585205E2,3.499999940E-1,3.909999847E1,1.779266581E0,3.820540428E0,2.500000000E0,2.300000000E1
7.755439599E2,4.481334815E1,2.048953701E1,1.184444694E2,1.628871460E2,1.870000005E0,3.940000153E1,1.781667582E0,3.839212179E0,2.500000000E0,2.100000000E1
7.765436297E2,4.481336507E1,2.048955592E1,1.184483384E2,1.628909912E2,2.599999905E0,4.029999924E1,1.785213618E0,3.813467264E0,2.500000000E0,2.500000000E1
7.775449599E2,4.481338894E1,2.048958573E1,1.182487900E2,1.626914062E2,3.509999990E0,4.009999847E1,1.788611696E0,3.871470451E0,2.500000000E0,2.500000000E1
7.785419599E2,4.481341220E1,2.048961367E1,1.182570643E2,1.626996460E2,3.450000048E0,3.879999924E1,1.791864878E0,3.885443687E0,2.500000000E0,2.200000000E1
7.795429599E2,4.481343531E1,2.048963896E1,1.182412881E2,1.626838379E2,3.230000019E0,3.850000000E1,1.794902906E0,3.967635155E0,2.500000000E0,2.500000000E1
7.805409599E2,4.481345586E1,2.048966434E1,1.180072495E2,1.624497681E2,3.240000010E0,3.909999847E1,1.797631820E0,3.817351341E0,2.500000000E0,2.500000000E1
7.815407745E2,4.481347555E1,2.048968499E1,1.180331548E2,1.624756470E2,2.670000076E0,3.879999924E1,1.800052162E0,3.815825462E0,2.500000000E0,2.100000000E1
7.825439599E2,4.481349219E1,2.048970477E1,1.178734503E2,1.623159180E2,2.170000076E0,3.859999847E1,1.801735049E0,3.849932432E0,2.500000000E0,1.800000000E1
7.835446620E2,4.481350388E1,2.048971832E1,1.178202445E2,1.622626953E2,1.500000000E0,3.840000153E1,1.802820647E0,3.825001478E0,2.500000000E0,2.000000000E1
7.845419599E2,4.481351240E1,2.048972504E1,1.178018822E2,1.622443237E2,7.200000286E-1,3.829999924E1,1.803282237E0,3.820155382E0,2.500000000E0,2.000000000E1
7.855439599E2,4.481351570E1,2.048972859E1,1.177641060E2,1.622065430E2,3.600000143E-1,3.820000076E1,1.803374651E0,3.839070082E0,2.500000000E0,1.800000000E1
7.865439599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.820671558E0,2.500000000E0,2.000000000E1
7.875429599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.821149826E0,2.500000000E0,1.700000000E1
7.885438110E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.814658880E0,2.500000000E0,1.900000000E1
7.895409599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.814652443E0,2.500000000E0,1.900000000E1
7.905449521E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.820550203E0,2.500000000E0,1.700000000E1
7.915427104E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.820541620E0,2.500000000E0,1.900000000E1
7.925419599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.814652205E0,2.500000000E0,2.100000000E1
7.935399599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.821665287E0,2.500000000E0,2.000000000E1
7.945399599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.820540428E0,2.500000000E0,2.200000000E1
7.955409599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.814650774E0,2.500000000E0,1.900000000E1
7.965428253E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.814650774E0,2.500000000E0,2.300000000E1
7.975409599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803374651E0,3.814756393E0,2.500000000E0,2.100000000E1
7.985419599E2,4.481351497E1,2.048972803E1,1.177467712E2,1.621892090E2,0.000000000E0,NaN,1.803850659E0,3.820656776E0,2.500000000E0,2.300000000E1
7.995419599E2,4.481351925E1,2.048972815E1,1.176104203E2,1.620528564E2,2.500000000E-1,3.800000000E1,1.805160974E0,3.814651251E0,2.500000000E0,2.200000000E1
8.005399599E2,4.481352860E1,2.048973826E1,1.176701255E2,1.621125488E2,1.690000057E0,3.800000000E1,1.807231304E0,3.885379314E0,2.500000000E0,1.900000000E1
8.015417768E2,4.481354223E1,2.048975614E1,1.178597834E2,1.623021851E2,2.299999952E0,3.879999924E1,1.809962086E0,3.819151640E0,2.500000000E0,1.900000000E1
8.025439599E2,4.481356118E1,2.048977816E1,1.179500818E2,1.623924561E2,2.759999990E0,3.929999924E1,1.812638685E0,3.863242626E0,2.500000000E0,2.100000000E1
8.035438909E2,4.481358002E1,2.048979928E1,1.181311386E2,1.625734863E2,2.650000095E0,3.890000153E1,1.815333499E0,3.878938913E0,2.500000000E0,1.900000000E1
8.045439599E2,4.481359908E1,2.048982038E1,1.180741583E2,1.625164795E2,2.660000086E0,3.800000000E1,1.817982481E0,3.855167866E0,2.500000000E0,1.900000000E1
8.055409599E2,4.481361672E1,2.048984295E1,1.180436683E2,1.624859619E2,2.490000010E0,3.820000076E1,1.820432097E0,3.813238621E0,2.500000000E0,2.300000000E1
8.065439599E2,4.481363365E1,2.048986282E1,1.180734171E2,1.625156860E2,2.289999962E0,3.870000076E1,1.822814956E0,3.859478235E0,2.500000000E0,2.000000000E1
8.075449599E2,4.481364976E1,2.048988274E1,1.180358439E2,1.624780884E2,2.329999924E0,3.890000153E1,1.824920333E0,3.820962906E0,2.500000000E0,2.100000000E1
8.085417664E2,4.481366438E1,2.048989970E1,1.182554085E2,1.626976318E2,2.119999886E0,3.900000000E1,1.826590895E0,3.819167614E0,2.500000000E0,1.900000000E1
